1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 1
29 29 1
30 30 1
31 31 1
32 32 1
33 33 1
34 34 1
35 35 1
36 36 1
37 37 1
38 38 1
39 39 1
40 40 1
41 41 1
42 42 1
43 43 1
44 44 1
45 45 1
46 46 1
47 47 1
48 48 1
49 49 1
50 50 1
51 51 1
52 52 1
53 53 1
54 54 1
55 55 1
56 56 1
57 57 1
58 58 1
59 59 1
60 60 1
61 61 1
62 62 1
63 63 1
64 64 1
65 65 1
66 66 1
67 67 1
68 68 1
69 69 1
70 70 1
71 71 1
72 72 1
73 73 1
74 74 1
75 75 1
76 76 1
77 77 1
78 78 1
79 79 1
80 80 1
81 81 1
82 82 1
83 83 1
84 84 1
85 85 1
38 33 1
33 38 1
35 38 1
38 35 1
38 48 1
48 38 1
57 48 1
48 57 1
48 51 1
51 48 1
58 48 1
48 58 1
57 63 1
63 57 1
58 57 1
57 58 1
63 69 1
69 63 1
58 63 1
63 58 1
63 70 1
70 63 1
69 77 1
77 69 1
33 23 1
23 33 1
24 33 1
33 24 1
33 35 1
35 33 1
39 35 1
35 39 1
35 34 1
34 35 1
36 35 1
35 36 1
39 51 1
51 39 1
36 39 1
39 36 1
39 51 1
51 39 1
58 51 1
51 58 1
51 50 1
50 51 1
52 51 1
51 52 1
51 58 1
58 51 1
64 58 1
58 64 1
64 70 1
70 64 1
59 64 1
64 59 1
64 71 1
71 64 1
70 77 1
77 70 1
23 18 1
18 23 1
24 18 1
18 24 1
19 24 1
24 19 1
24 34 1
34 24 1
36 34 1
34 36 1
34 40 1
40 34 1
30 34 1
34 30 1
34 36 1
36 34 1
44 36 1
36 44 1
36 44 1
44 36 1
50 44 1
44 50 1
44 46 1
46 44 1
40 44 1
44 40 1
50 52 1
52 50 1
60 50 1
50 60 1
50 52 1
52 50 1
59 52 1
52 59 1
52 60 1
60 52 1
59 65 1
65 59 1
72 78 1
78 72 1
73 72 1
72 73 1
72 65 1
65 72 1
71 78 1
78 71 1
77 81 1
81 77 1
78 81 1
81 78 1
82 78 1
78 82 1
78 73 1
73 78 1
66 73 1
73 66 1
73 66 1
66 73 1
65 66 1
66 65 1
66 75 1
75 66 1
67 66 1
66 67 1
65 60 1
60 65 1
67 65 1
65 67 1
65 60 1
60 65 1
49 60 1
60 49 1
60 49 1
49 60 1
46 49 1
49 46 1
49 53 1
53 49 1
46 53 1
53 46 1
45 46 1
46 45 1
46 40 1
40 46 1
41 40 1
40 41 1
40 31 1
31 40 1
81 85 1
85 81 1
82 83 1
83 82 1
85 82 1
82 85 1
80 79 1
79 80 1
75 80 1
80 75 1
80 84 1
84 80 1
79 74 1
74 79 1
84 79 1
79 84 1
79 75 1
75 79 1
67 75 1
75 67 1
75 67 1
67 75 1
74 67 1
67 74 1
67 74 1
74 67 1
61 74 1
74 61 1
74 68 1
68 74 1
62 74 1
74 62 1
61 53 1
53 61 1
54 61 1
61 54 1
61 55 1
55 61 1
53 45 1
45 53 1
47 53 1
53 47 1
54 55 1
55 54 1
47 54 1
54 47 1
45 41 1
41 45 1
43 45 1
45 43 1
45 42 1
42 45 1
41 43 1
43 41 1
37 41 1
41 37 1
9 18 1
18 9 1
10 9 1
9 10 1
9 8 1
8 9 1
18 10 1
10 18 1
12 18 1
18 12 1
19 30 1
30 19 1
12 19 1
19 12 1
19 30 1
30 19 1
28 30 1
30 28 1
30 28 1
28 30 1
31 28 1
28 31 1
28 27 1
27 28 1
31 27 1
27 31 1
29 31 1
31 29 1
43 37 1
37 43 1
42 43 1
43 42 1
43 37 1
37 43 1
29 37 1
37 29 1
37 32 1
32 37 1
10 12 1
12 10 1
11 10 1
10 11 1
5 8 1
8 5 1
4 5 1
5 4 1
5 8 1
8 5 1
4 8 1
8 4 1
8 11 1
11 8 1
4 3 1
3 4 1
2 4 1
4 2 1
4 6 1
6 4 1
11 6 1
6 11 1
6 3 1
3 6 1
12 16 1
16 12 1
11 12 1
12 11 1
17 27 1
27 17 1
16 17 1
17 16 1
27 29 1
29 27 1
21 27 1
27 21 1
27 16 1
16 27 1
29 21 1
21 29 1
26 21 1
21 26 1
21 22 1
22 21 1
20 21 1
21 20 1
21 26 1
26 21 1
32 26 1
26 32 1
26 22 1
22 26 1
20 26 1
26 20 1
83 85 1
85 83 1
85 84 1
84 85 1
76 84 1
84 76 1
76 68 1
68 76 1
68 62 1
62 68 1
56 62 1
62 56 1
55 62 1
62 55 1
55 47 1
47 55 1
47 42 1
42 47 1
32 42 1
42 32 1
32 25 1
25 32 1
25 22 1
22 25 1
15 22 1
22 15 1
14 22 1
22 14 1
22 14 1
14 22 1
20 14 1
14 20 1
20 13 1
13 20 1
13 16 1
16 13 1
11 16 1
16 11 1
11 7 1
7 11 1
7 3 1
3 7 1
2 3 1
3 2 1
2 1 1
1 2 1
