1 1 1
2 2 1
3 3 1
4 4 1
5 5 1
6 6 1
7 7 1
8 8 1
9 9 1
10 10 1
11 11 1
12 12 1
13 13 1
14 14 1
15 15 1
16 16 1
17 17 1
18 18 1
19 19 1
20 20 1
21 21 1
22 22 1
23 23 1
24 24 1
25 25 1
26 26 1
27 27 1
28 28 1
29 29 1
30 30 1
31 31 1
32 32 1
33 33 1
34 34 1
35 35 1
36 36 1
37 37 1
38 38 1
39 39 1
40 40 1
41 41 1
42 42 1
43 43 1
44 44 1
45 45 1
46 46 1
47 47 1
48 48 1
49 49 1
50 50 1
51 51 1
52 52 1
53 53 1
54 54 1
55 55 1
56 56 1
57 57 1
58 58 1
59 59 1
60 60 1
61 61 1
62 62 1
63 63 1
64 64 1
65 65 1
66 66 1
67 67 1
68 68 1
69 69 1
70 70 1
71 71 1
72 72 1
73 73 1
74 74 1
75 75 1
76 76 1
77 77 1
78 78 1
79 79 1
80 80 1
81 81 1
82 82 1
83 83 1
84 84 1
85 85 1
19 18 1
18 19 1
30 19 1
19 30 1
19 20 1
20 19 1
21 20 1
20 21 1
20 33 1
33 20 1
34 20 1
20 34 1
21 22 1
22 21 1
34 21 1
21 34 1
22 32 1
32 22 1
34 22 1
22 34 1
22 35 1
35 22 1
32 44 1
44 32 1
18 13 1
13 18 1
27 18 1
18 27 1
18 30 1
30 18 1
31 30 1
30 31 1
30 41 1
41 30 1
43 30 1
30 43 1
31 33 1
33 31 1
43 31 1
31 43 1
31 33 1
33 31 1
34 33 1
33 34 1
33 45 1
45 33 1
46 33 1
33 46 1
33 34 1
34 33 1
47 34 1
34 47 1
47 35 1
35 47 1
60 47 1
47 60 1
47 36 1
36 47 1
35 44 1
44 35 1
13 14 1
14 13 1
27 14 1
14 27 1
15 27 1
27 15 1
27 41 1
41 27 1
43 41 1
41 43 1
41 53 1
53 41 1
26 41 1
41 26 1
41 43 1
43 41 1
54 43 1
43 54 1
43 54 1
54 43 1
45 54 1
54 45 1
54 65 1
65 54 1
53 54 1
54 53 1
45 46 1
46 45 1
58 45 1
45 58 1
45 46 1
46 45 1
60 46 1
46 60 1
46 58 1
58 46 1
60 68 1
68 60 1
59 48 1
48 59 1
61 59 1
59 61 1
59 68 1
68 59 1
36 48 1
48 36 1
44 56 1
56 44 1
48 56 1
56 48 1
55 48 1
48 55 1
48 61 1
61 48 1
69 61 1
61 69 1
61 69 1
69 61 1
68 69 1
69 68 1
69 70 1
70 69 1
75 69 1
69 75 1
68 58 1
58 68 1
75 68 1
68 75 1
68 58 1
58 68 1
66 58 1
58 66 1
58 66 1
66 58 1
65 66 1
66 65 1
66 73 1
73 66 1
65 73 1
73 65 1
64 65 1
65 64 1
65 53 1
53 65 1
52 53 1
53 52 1
53 42 1
42 53 1
56 67 1
67 56 1
55 57 1
57 55 1
67 55 1
55 67 1
71 76 1
76 71 1
70 71 1
71 70 1
71 74 1
74 71 1
76 81 1
81 76 1
74 76 1
76 74 1
76 70 1
70 76 1
75 70 1
70 75 1
70 75 1
75 70 1
81 75 1
75 81 1
75 81 1
81 75 1
78 81 1
81 78 1
81 83 1
83 81 1
84 81 1
81 84 1
78 73 1
73 78 1
79 78 1
78 79 1
78 82 1
82 78 1
73 64 1
64 73 1
77 73 1
73 77 1
79 82 1
82 79 1
77 79 1
79 77 1
64 52 1
52 64 1
62 64 1
64 62 1
64 72 1
72 64 1
52 62 1
62 52 1
50 52 1
52 50 1
10 14 1
14 10 1
9 10 1
10 9 1
10 6 1
6 10 1
14 9 1
9 14 1
12 14 1
14 12 1
15 26 1
26 15 1
12 15 1
15 12 1
15 26 1
26 15 1
29 26 1
26 29 1
26 29 1
29 26 1
42 29 1
29 42 1
29 28 1
28 29 1
42 28 1
28 42 1
39 42 1
42 39 1
62 50 1
50 62 1
72 62 1
62 72 1
62 50 1
50 62 1
39 50 1
50 39 1
50 63 1
63 50 1
9 12 1
12 9 1
11 9 1
9 11 1
3 6 1
6 3 1
4 3 1
3 4 1
3 6 1
6 3 1
4 6 1
6 4 1
6 11 1
11 6 1
4 5 1
5 4 1
2 4 1
4 2 1
4 7 1
7 4 1
11 7 1
7 11 1
7 5 1
5 7 1
12 16 1
16 12 1
11 12 1
12 11 1
17 28 1
28 17 1
16 17 1
17 16 1
28 39 1
39 28 1
37 28 1
28 37 1
28 16 1
16 28 1
39 37 1
37 39 1
49 37 1
37 49 1
37 40 1
40 37 1
38 37 1
37 38 1
37 49 1
49 37 1
63 49 1
49 63 1
49 40 1
40 49 1
38 49 1
49 38 1
57 67 1
67 57 1
67 74 1
74 67 1
80 74 1
74 80 1
80 83 1
83 80 1
83 84 1
84 83 1
85 84 1
84 85 1
82 84 1
84 82 1
82 77 1
77 82 1
77 72 1
72 77 1
63 72 1
72 63 1
63 51 1
51 63 1
51 40 1
40 51 1
25 40 1
40 25 1
24 40 1
40 24 1
40 24 1
24 40 1
38 24 1
24 38 1
38 23 1
23 38 1
23 16 1
16 23 1
11 16 1
16 11 1
11 8 1
8 11 1
8 5 1
5 8 1
2 5 1
5 2 1
2 1 1
1 2 1
